loss,accuracy,val_loss,val_accuracy
0.5818609595298767,0.7859114408493042,0.35566556453704834,0.8741000294685364
0.40455007553100586,0.8530468940734863,0.3036182224750519,0.8859999775886536
0.3561135232448578,0.870312511920929,0.283056378364563,0.8937000036239624
0.3311137855052948,0.8795052170753479,0.2599277198314667,0.9039000272750854
0.3117525279521942,0.8831771016120911,0.24418024718761444,0.9067999720573425
0.29575663805007935,0.891406238079071,0.24114465713500977,0.9114000201225281
0.28221407532691956,0.8953645825386047,0.22856006026268005,0.9122999906539917
0.2749003469944,0.8971093893051147,0.22153586149215698,0.9174000024795532
0.265460729598999,0.9009114503860474,0.2107464075088501,0.9205999970436096
0.2601003646850586,0.9036718606948853,0.20277050137519836,0.9247999787330627
0.25808948278427124,0.9047656059265137,0.21163180470466614,0.9203000068664551
0.2516142725944519,0.9071093797683716,0.20673784613609314,0.9236000180244446
0.2467067390680313,0.90799480676651,0.20966264605522156,0.9211999773979187
0.24098098278045654,0.9100781083106995,0.21072456240653992,0.9203000068664551
0.23435431718826294,0.9116406440734863,0.20598450303077698,0.925599992275238
0.23417216539382935,0.9125260710716248,0.2087152600288391,0.9208999872207642
0.2323712706565857,0.9149479269981384,0.2011367827653885,0.9247000217437744
0.2304355353116989,0.9135937690734863,0.19656120240688324,0.9262999892234802
0.22517992556095123,0.9164583086967468,0.21262848377227783,0.9212999939918518
0.22452880442142487,0.9161458611488342,0.18589991331100464,0.9314000010490417
0.22575731575489044,0.9154166579246521,0.2028205543756485,0.9215999841690063
0.22030308842658997,0.9173437356948853,0.19313299655914307,0.9289000034332275
0.2210204303264618,0.9184895753860474,0.19025366008281708,0.9283999800682068
0.21307668089866638,0.9205208420753479,0.18899163603782654,0.9301999807357788
0.21311241388320923,0.9210156202316284,0.19374632835388184,0.9273999929428101
0.2125701606273651,0.9208073019981384,0.19956380128860474,0.9248999953269958
0.20695750415325165,0.9216927289962769,0.21648474037647247,0.9203000068664551
0.212217316031456,0.9193750023841858,0.19277580082416534,0.9298999905586243
0.2075892686843872,0.9223697781562805,0.1930965632200241,0.9286999702453613
0.2077174037694931,0.9216406345367432,0.18479585647583008,0.9336000084877014
0.20559456944465637,0.9215624928474426,0.18853533267974854,0.9301999807357788
0.20157670974731445,0.9239843487739563,0.19435469806194305,0.9284999966621399
0.20153847336769104,0.9243489503860474,0.193773552775383,0.9276000261306763
0.2052454650402069,0.9215885400772095,0.18980860710144043,0.930400013923645
0.20341181755065918,0.9245572686195374,0.18828019499778748,0.9326000213623047
0.20180223882198334,0.9244270920753479,0.18844160437583923,0.9308000206947327
0.19977036118507385,0.9252864718437195,0.19252213835716248,0.9307000041007996
0.19618938863277435,0.9247656464576721,0.1911650449037552,0.9283000230789185
0.19787368178367615,0.9261718988418579,0.187562495470047,0.9333000183105469
0.19362333416938782,0.9276562333106995,0.20127089321613312,0.9272000193595886
0.19384728372097015,0.9269270896911621,0.20217950642108917,0.929099977016449
0.19218352437019348,0.9282291531562805,0.19190973043441772,0.9294999837875366
0.19451576471328735,0.9272656440734863,0.1839192658662796,0.933899998664856
0.18561933934688568,0.930651068687439,0.18687807023525238,0.933899998664856
0.19179832935333252,0.9295312762260437,0.18787048757076263,0.9319999814033508
0.18759191036224365,0.9317968487739563,0.19057321548461914,0.9319000244140625
0.18740054965019226,0.9301301836967468,0.18297648429870605,0.9344000220298767
0.17936895787715912,0.9334114789962769,0.19451060891151428,0.9315000176429749
0.18579845130443573,0.9301041960716248,0.1917940080165863,0.9326000213623047
0.18215738236904144,0.9330729246139526,0.19269654154777527,0.9326000213623047
0.1832842379808426,0.9306250214576721,0.18531534075737,0.9345999956130981
0.18395207822322845,0.9318228960037231,0.19944120943546295,0.9282000064849854
0.179327130317688,0.932421863079071,0.19289864599704742,0.9326000213623047
0.17973396182060242,0.9323958158493042,0.19691093266010284,0.9330000281333923
0.18171803653240204,0.9321614503860474,0.18733644485473633,0.9333000183105469
0.18290680646896362,0.9305729269981384,0.19508805871009827,0.930400013923645
0.1706521064043045,0.9364323019981384,0.19471865892410278,0.9319999814033508
0.17876717448234558,0.9328646063804626,0.19658257067203522,0.9351999759674072
0.1794441193342209,0.9334375262260437,0.19642038643360138,0.9302999973297119
0.17391422390937805,0.9352343678474426,0.18739116191864014,0.9351999759674072
