loss,accuracy,val_loss,val_accuracy
0.48025232553482056,0.8245833516120911,0.36201027035713196,0.8727999925613403
0.32529979944229126,0.8816333413124084,0.2628798186779022,0.9031999707221985
0.28446444869041443,0.895633339881897,0.24220898747444153,0.9100000262260437
0.25899505615234375,0.9039333462715149,0.21926608681678772,0.9172000288963318
0.24171292781829834,0.9106333255767822,0.2086462378501892,0.9232000112533569
0.22523899376392365,0.9165499806404114,0.20400603115558624,0.9244999885559082
0.21459519863128662,0.9203333258628845,0.2075282782316208,0.9265999794006348
0.2000865489244461,0.9249666929244995,0.19983415305614471,0.9251000285148621
0.1926756501197815,0.9276166558265686,0.1840711086988449,0.9315999746322632
0.18348096311092377,0.9304500222206116,0.19061397016048431,0.9327999949455261
0.17681697010993958,0.934416651725769,0.18772266805171967,0.9315000176429749
0.16993165016174316,0.9359666705131531,0.18798576295375824,0.9304999709129333
0.1652958244085312,0.9386666417121887,0.19307267665863037,0.9318000078201294
0.16144314408302307,0.938966691493988,0.1935548484325409,0.9294000267982483
0.15580448508262634,0.940500020980835,0.18428722023963928,0.9351999759674072
0.15109030902385712,0.9434166550636292,0.21168704330921173,0.9272000193595886
0.14422409236431122,0.9461666941642761,0.18941840529441833,0.9333999752998352
0.14570200443267822,0.9456833600997925,0.18536584079265594,0.9340999722480774
0.14053569734096527,0.9463666677474976,0.18681687116622925,0.9369000196456909
0.13559545576572418,0.9489333629608154,0.1955099254846573,0.9330000281333923
0.13030798733234406,0.9513333439826965,0.1928091049194336,0.932699978351593
0.1286538690328598,0.9514333605766296,0.20047056674957275,0.9333000183105469
0.1254149228334427,0.9522166848182678,0.19614018499851227,0.9340999722480774
0.12492434680461884,0.952049970626831,0.1943991631269455,0.9359999895095825
0.12213931232690811,0.9538333415985107,0.18857823312282562,0.9375
0.12067020684480667,0.9542333483695984,0.19741204380989075,0.9376000165939331
0.11652952432632446,0.9564666748046875,0.2031325101852417,0.9358000159263611
0.11667381227016449,0.9561499953269958,0.19707947969436646,0.9375
0.1139359101653099,0.956083357334137,0.19200655817985535,0.9366999864578247
0.11161690205335617,0.9572499990463257,0.19220635294914246,0.9361000061035156
0.11421652138233185,0.9566666483879089,0.2011537402868271,0.9372000098228455
0.10931334644556046,0.9595000147819519,0.21468213200569153,0.9351999759674072
0.10839084535837173,0.958733320236206,0.20678706467151642,0.9355000257492065
0.10515492409467697,0.9602333307266235,0.1976950615644455,0.9383000135421753
0.10523644089698792,0.9606999754905701,0.20644167065620422,0.9376999735832214
0.10329043120145798,0.9613000154495239,0.2039463222026825,0.9397000074386597
0.10468970984220505,0.960183322429657,0.20812854170799255,0.9388999938964844
0.09970622509717941,0.9623666405677795,0.21225686371326447,0.9350000023841858
0.09938614815473557,0.9635999798774719,0.2198164016008377,0.9359999895095825
0.09745679795742035,0.9629499912261963,0.23321682214736938,0.9340999722480774
0.09811095148324966,0.9629666805267334,0.20117156207561493,0.9383000135421753
0.09759122878313065,0.963366687297821,0.20902682840824127,0.9379000067710876
0.09915714710950851,0.9625333547592163,0.21077905595302582,0.9358999729156494
0.09630794078111649,0.9638833403587341,0.21749506890773773,0.9343000054359436
0.0965176448225975,0.9642500281333923,0.21130087971687317,0.9398000240325928
0.09498756378889084,0.9652000069618225,0.2206152081489563,0.9401999711990356
0.09436600655317307,0.9641500115394592,0.22482670843601227,0.9365000128746033
0.09439792484045029,0.9646000266075134,0.21364037692546844,0.9383999705314636
0.09428257495164871,0.9652166962623596,0.2310817837715149,0.9379000067710876
0.0907721146941185,0.965833306312561,0.22976405918598175,0.9365000128746033
0.08878586441278458,0.9661499857902527,0.2207070291042328,0.940500020980835
0.09152507781982422,0.9667333364486694,0.24170593917369843,0.9319000244140625
0.09161131829023361,0.9667166471481323,0.21748477220535278,0.9366999864578247
0.08884704113006592,0.9671666622161865,0.23076429963111877,0.9344000220298767
0.09202688187360764,0.9675166606903076,0.22077858448028564,0.9387000203132629
0.08694910258054733,0.9673500061035156,0.22145022451877594,0.9369000196456909
0.08450458198785782,0.968583345413208,0.24056276679039001,0.934499979019165
0.0820515900850296,0.9692166447639465,0.23355893790721893,0.9390000104904175
0.08661555498838425,0.9685999751091003,0.22935757040977478,0.9358999729156494
0.08183859288692474,0.9697999954223633,0.23413020372390747,0.9377999901771545
